FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly,Pedro
ruby\cont.c,1376,"static void cont_restore_0(rb_context_t * cont, VALUE * addr_in_prev_frame)",10.862627,9.044445,1.2727273,0.54545456,45,37,61,11,14,3,6,6,,True
ruby\ext\nkf\nkf-utf8\nkf.c,1237,static void set_input_encoding(nkf_encoding * enc),9.980533,8.918033,1,0.0625,122,68,73,16,16,4,1,0,,True
ruby\ext\socket\ifaddr.c,453,void rsock_init_sockifaddr(void),2.9736843,1.4736842,1,0.5,19,14,17,2,2,2,1,0,,True
ruby\hash.c,5086,"void ruby_setenv(const char * name, const char * value)",14.1080885,10.653543,2.5454545,0.90909094,127,123,552,11,28,9,10,12,,True
ruby\gc.c,12069,"void * ruby_xcalloc(size_t n, size_t size)",1.4444444,0.44444445,1,0,9,4,4,1,1,1,0,0,,False
ruby\signal.c,578,"static sighandler_t ruby_signal(int signum, sighandler_t handler)",6.6666675,4.666667,1.4285715,0.5714286,63,42,74,7,10,5,4,2,,True
vim\src\evalfunc.c,3437,"void f_has(typval_T * argvars, typval_T * rettv)",219.72476,217.86374,1.8247734,0.036253776,1299,855,1864,331,604,150,12,193,,True
vim\src\drawline.c,221,"int win_line(win_T * wp, linenr_T lnum, int startrow, int endrow, int nochange UNUSED, int number_only)",111.04417,109.54417,1.1573033,0.34269664,2400,1477,1949,178,206,23,61,12,,True
vim\src\version.c,1933,void list_version(void),65.24333,53.4403,2.4545455,9.348485,268,217,1236,66,162,37,617,92,,True
vim\src\optionstr.c,641,"char * did_set_string_option(int opt_idx, char_u * * varp, int new_value_alloced, char_u * oldval, char * errbuf, int opt_flags, int * value_checked)",45.85132,44.39079,1.1842105,0.27631578,1433,837,1054,76,90,51,21,3,,True
vim\src\os_unix.c,6031,"int #else static int #endif RealWaitForChar(int fd, long msec, int * check_for_gpm UNUSED, int * interrupted)",38.838814,36.8125,1.1578947,0.8684211,288,279,663,38,44,15,33,7,,True
vim\src\main.c,455,int vim_main2(void),38.565285,35.343063,1.3888888,1.8333334,274,269,564,36,50,23,66,7,,True
vim\src\option.c,73,void set_init_1(int clean_arg),37.93618,33.238506,2,2.6976745,348,269,739,43,86,22,116,23,,True
vim\src\tag.c,1545,"int find_tags(char_u * pat, int * num_matches, char_u * * * matchesp, int flags, int mincount, char_u * buf_ffname)",36.029102,34.870373,1.0793651,0.07936508,972,538,570,63,68,7,5,5,,True
vim\src\gui_gtk.c,2113,"static void find_replace_dialog_create(char_u * arg, int do_replace)",29.323036,27.681528,1.6226416,0.018867925,314,164,335,53,86,2,1,30,,True
vim\src\mouse.c,2104,"int check_termcode_mouse(char_u * tp, int * slen, char_u * key_name, char_u * modifiers_start, int idx, int * modifiers)",28.64758,25.94758,1.4333333,1.2666667,496,429,1138,30,43,14,38,6,,True
vim\src\option.c,2560,"static char * set_bool_option(int opt_idx, char_u * varp, int value, int opt_flags)",28.35264,27.07059,1.0256411,0.25641027,425,295,351,39,40,25,10,0,,True
vim\src\option.c,5100,static char_u * get_varp(struct vimoption * p),26.96862,25.84362,1.075,0.05,243,157,175,40,43,26,2,0,,True
vim\src\gui_gtk_x11.c,3568,int gui_mch_init(void),26.21328,24.572254,1.2051282,0.43589744,346,218,338,39,47,13,17,13,,True
vim\src\fileio.c,4669,"char_u * vim_tempname(int extra_char UNUSED, int keep UNUSED)",25.882011,21.06383,1.9545455,2.8636363,141,135,550,22,43,9,63,17,,True
vim\src\gui.c,2229,"static int gui_outstr_nowrap(char_u * s, int len, int flags, guicolor_T fg, guicolor_T bg, int back)",24.026646,21.793312,1.3666667,0.8666667,329,239,462,30,41,11,26,8,,True
vim\src\main.c,99,"int #if defined(MSWIN) VimMain #else main #endif(int argc, char * * argv)",23.054188,21.571428,1.3793104,0.10344828,203,151,251,29,40,21,3,4,,True
vim\src\main.c,3465,static void usage(void),21.90811,20.108109,1.2,0.6,185,124,188,30,36,26,18,3,,True
vim\src\term.c,4339,"int check_termcode(int max_offset, char_u * buf, int bufsize, int * buflen)",21.622147,19.9683,1.0384616,0.61538464,694,533,676,26,27,15,16,2,,True
vim\src\ex_docmd.c,612,"int do_cmdline(char_u * cmdline, char_u *( * fgetline)(int, void *, int, int), void * cookie, int flags)",20.465721,19.234951,1.1153846,0.115384616,515,381,412,26,29,3,3,3,,True
vim\src\gui.c,484,void gui_init(void),19.864115,17.831858,1.3225807,0.7096774,226,130,242,31,41,20,22,6,,True
vim\src\os_amiga.c,1195,"int mch_call_shell(char_u * cmd, int options)",19.363401,17.113401,1.25,1,194,166,332,20,25,4,20,7,,True
vim\src\term.c,1779,int set_termname(char_u * term),18.780985,17.388128,1.2142857,0.17857143,219,136,200,28,34,11,5,2,,True
vim\src\if_cscope.c,779,static int cs_create_connection(int i),18.16087,15.76087,1.65,0.75,184,145,264,20,33,7,15,8,,True
vim\src\os_unix.c,437,long_u mch_total_mem(int special UNUSED),18.115154,15.70339,1.4117647,1,118,109,221,17,24,13,17,5,,True
vim\src\memfile.c,537,"int mf_sync(memfile_T * mfp, int flags)",16.949581,9.714286,2.2941177,4.9411764,105,60,334,17,39,17,84,13,,True
vim\src\session.c,1072,void ex_mkrc(exarg_T * eap),16.80027,15.589744,1.1052631,0.10526316,195,160,177,19,21,6,2,1,,True
vim\src\os_unix.c,3794,void check_mouse_termcode(void),16.20229,14.702291,1,0.5,131,107,134,18,18,9,9,0,,True
vim\src\optionstr.c,199,void check_buf_options(buf_T * buf),15.839175,14.639175,1.15,0.05,97,71,84,20,23,16,1,0,,True
vim\src\misc2.c,1043,void free_all_mem(void),15.474074,14.400001,1.037037,0.037037037,165,88,94,27,28,24,1,0,,True
vim\src\os_unix.c,3428,void mch_settmode(int tmode),15.397273,12.012658,1.4615384,1.9230769,79,73,167,13,19,9,25,7,,True
vim\src\buffer.c,2217,"void free_buf_options(buf_T * buf, int free_p_ff)",15.307142,14.107142,1.15,0.05,112,79,92,20,23,16,1,0,,True
vim\src\main.c,1771,static void early_arg_scan(mparm_T * parmp UNUSED),15.157408,11.407408,1.5833334,2.1666667,81,77,356,12,19,7,26,4,,True
vim\src\option.c,802,void set_init_3(void),14.666479,12.051095,1.2307693,1.3846154,137,127,283,13,16,5,18,2,,True
vim\src\option.c,5412,"void copy_winopt(winopt_T * from, winopt_T * to)",14.427206,13.364706,1,0.0625,85,71,75,16,16,12,1,0,,True
vim\src\scriptfile.c,1074,"int do_source(char_u * fname, int check_other, int is_vimrc, int * ret_sid UNUSED)",14.40315,13.084968,1.1363636,0.18181819,306,182,222,22,25,6,4,3,,True
vim\src\gui_w32.c,4443,"static LRESULT CALLBACK _WndProc(HWND hwnd, UINT uMsg, WPARAM wParam, LPARAM lParam)",14.351497,12.645614,1.2352941,0.47058824,285,212,420,17,21,8,8,1,,True
vim\src\gui.c,3931,"void gui_drag_scrollbar(scrollbar_T * sb, long value, int still_dragging)",14.035806,12.565217,1.2941177,0.1764706,161,119,159,17,22,8,3,5,,True
vim\src\message.c,3024,void mch_errmsg(char * str),13.969697,10.333333,2,1.6363636,66,62,225,11,22,8,18,6,,True
vim\src\findfile.c,698,char_u * vim_findfile(void * search_ctx_arg),13.859523,12.716666,1.0476191,0.0952381,360,218,227,21,22,3,2,1,,True
vim\src\os_win32.c,1774,"int mch_inchar(char_u * buf UNUSED, int maxlen UNUSED, long time UNUSED, int tb_change_cnt UNUSED)",13.779411,11.529411,1.3333334,0.9166667,204,196,448,12,16,5,11,4,,True
vim\src\os_unix.c,5934,"static int WaitForCharOrMouse(long msec, int * interrupted, int ignore_input)",13.594595,11.594595,1.3076923,0.6923077,74,66,165,13,17,5,9,2,,True
vim\src\main.c,1162,"void main_loop(int cmdwin, int noexmode)",13.3593445,12.272388,1.0434783,0.04347826,268,143,170,23,24,15,1,0,,True
vim\src\if_mzsch.c,1021,static int startup_mzscheme(void),12.965046,11.393617,1.1428572,0.42857143,188,153,233,14,16,8,6,4,,True
vim\src\ui.c,881,void fill_input_buf(int exit_on_error UNUSED),12.936363,9.636363,1.7,1.6,110,106,418,10,17,8,16,3,,True
vim\src\memline.c,4536,"static char_u * findswapname(buf_T * buf, char_u * * dirp, char_u * old_fname)",12.803487,11.453487,1.15,0.2,344,197,282,20,23,12,4,3,,True
vim\src\misc1.c,1299,"void expand_env_esc(char_u * srcp, char_u * dst, int dstlen, int esc, int one, char_u * startstr)",12.607504,10.051949,1.7222222,0.8333333,231,129,384,18,31,10,15,4,,True
vim\src\popupmenu.c,692,"static int pum_set_selected(int n, int repeat UNUSED)",12.088345,9.934498,1.3076923,0.84615386,229,175,229,13,17,3,11,1,,True
vim\src\message.c,3131,void mch_msg(char * str),12.027027,8.027027,2.1111112,1.8888888,37,33,154,9,19,8,17,5,,True
vim\src\highlight.c,1671,void set_normal_colors(void),11.772388,7.522388,1.75,2.5,67,63,167,8,14,6,20,0,,True
vim\src\os_unix.c,943,static RETSIGTYPE deathtrap SIGDEFARG(sigarg),11.667027,10.137615,1.0588236,0.47058824,109,65,94,17,18,12,8,1,,True
vim\src\terminal.c,3824,"static void init_default_colors(term_T * term, win_T * wp)",11.590226,8.947369,1.6428572,1,133,85,232,14,23,7,14,3,,True
vim\src\os_unix.c,2904,vim_acl_T mch_get_acl(char_u * fname UNUSED),11.442856,6.2999997,2,3.142857,60,54,393,7,14,5,22,7,,True
vim\src\os_unix.c,3610,void mch_setmouse(int on),11.348119,9.963504,1.1538461,0.23076923,137,105,121,13,15,11,3,1,,True
vim\src\os_unix.c,7288,"int mch_libcall(char_u * libname, char_u * funcname, char_u * argstring, int argint, char_u * * string_result, int * number_result)",11.258468,9.787879,1.2941177,0.1764706,132,76,116,17,22,5,3,5,,True
vim\src\os_unix.c,4141,"static void set_child_environment(long rows, long columns, char * term, int is_terminal UNUSED)",11.240787,9.513514,1.1818181,0.54545456,74,64,134,11,13,5,6,2,,True
vim\src\highlight.c,1889,"static void hl_do_font(int idx, char_u * arg, int do_normal, int do_menu UNUSED, int do_tooltip UNUSED, int free_font)",11.157576,8.066667,1.4545455,1.6363636,75,55,158,11,16,8,18,2,,True
vim\src\ex_cmds.c,1339,"void do_shell(char_u * cmd, int flags)",11.001625,9.268292,1.2666667,0.46666667,123,76,131,15,19,7,7,3,,True
vim\src\gui.c,385,int gui_init_check(void),10.733335,8.333334,1.6,0.8,81,45,107,15,24,13,12,7,,True
vim\src\gui.c,1439,int gui_get_base_height(void),10.685715,6.6857142,1.8888888,2.1111112,35,26,105,9,17,9,19,2,,True
vim\src\os_unix.c,2971,"void mch_set_acl(char_u * fname UNUSED, vim_acl_T aclent)",10.233767,5.090909,2,3.142857,22,16,86,7,14,5,22,7,,True
vim\src\os_unix.c,2994,void mch_free_acl(vim_acl_T aclent),10.233767,5.090909,2,3.142857,22,16,86,7,14,5,22,7,,True
vim\src\ex_docmd.c,6881,static void ex_winpos(exarg_T * eap),9.89693,4.7719297,3,2.125,57,34,109,8,24,5,17,4,,True
vim\src\option.c,5513,static void check_winopt(winopt_T * wop UNUSED),9.880488,8.780488,1,0.1,41,36,40,10,10,9,1,0,,True
vim\src\option.c,5558,void clear_winopt(winopt_T * wop UNUSED),9.880488,8.780488,1,0.1,41,36,40,10,10,9,1,0,,True
vim\src\os_amiga.c,1453,"int mch_expandpath(garray_T * gap, char_u * pat, int flags)",9.83354,8.39604,1.25,0.1875,101,53,74,16,20,4,3,5,,True
vim\src\misc1.c,1629,"char_u * vim_getenv(char_u * name, int * mustfree)",9.65678,8.40678,1.1666666,0.083333336,177,124,165,12,14,6,1,2,,True
vim\src\os_unix.c,579,"void mch_delay(long msec, int ignoreinput)",9.6,6.6000004,1.5555556,1.4444444,60,44,128,9,14,5,13,7,,True
vim\src\gui_mac.c,5936,char_u * FullPathFromFSSpec_save(FSSpec file),9.2713175,7.604651,1.2222222,0.44444445,129,109,199,9,11,2,4,3,,True
vim\src\evalfunc.c,2070,"static void f_environ(typval_T * argvars UNUSED, typval_T * rettv)",9.092064,6.377778,1.4285715,1.2857143,45,41,78,7,10,3,9,4,,True
vim\src\os_unix.c,3218,void mch_free_mem(void),9.075,7.2,1.375,0.5,40,36,77,8,11,7,4,1,,True
vim\src\ui.c,647,"int ui_get_winpos(int * x, int * y, varnumber_T timeout UNUSED)",9.02353,3.8235295,3.4,1.8,17,13,68,5,17,6,9,6,,True
vim\src\channel.c,674,"static void channel_gui_unregister_one(channel_T * channel UNUSED, ch_part_T part UNUSED)",9,4.2,2.4,2.4,25,21,97,5,12,5,12,2,,True
vim\src\channel.c,590,"static void channel_gui_register_one(channel_T * channel, ch_part_T part UNUSED)",8.930435,4.1304345,2.4,2.4,46,38,196,5,12,5,12,2,,True
vim\src\normal.c,2678,static void nv_zet(cmdarg_T * cap),8.920079,7.7662334,1,0.15384616,385,230,247,13,13,6,2,0,,True
vim\src\ex_docmd.c,5772,void ex_splitview(exarg_T * eap),8.69697,7.3333335,1.1818181,0.18181819,102,68,81,11,13,4,2,0,,True
vim\src\filepath.c,2550,int vim_ispathsep(int c),8.666667,4.666667,1.8333334,2.1666667,18,14,63,6,11,4,13,5,,True
vim\src\gui_gtk.c,425,void gui_gtk_register_stock_icons(void),8.561905,4.7619047,2.2,1.6,84,80,314,5,11,3,8,6,,True
vim\src\move.c,1389,"void scrollup(long line_count, int byfold UNUSED)",8.352657,6.130435,1.2222222,1,69,47,114,9,11,2,9,0,,True
vim\src\if_cscope.c,2197,"static void cs_release_csp(int i, int freefnpp)",8.229237,5.372093,1.4285715,1.4285715,86,66,142,7,10,5,10,3,,True
vim\src\gui_gtk.c,687,"void gui_mch_add_menu_item(vimmenu_T * menu, int idx)",8.125,6,1.375,0.75,96,72,128,8,11,3,6,4,,True
vim\src\mbyte.c,4945,static void im_preedit_window_open(),8.036061,4.893204,2.857143,0.2857143,103,72,206,7,20,3,2,6,,True
vim\src\findfile.c,2622,void simplify_filename(char_u * filename),8.006666,5.84,1.1666666,1,150,146,192,6,7,5,6,2,,True
vim\src\ui.c,108,"int ui_inchar(char_u * buf, int maxlen, long wtime, int tb_change_cnt)",8.001587,6.5571427,1.2222222,0.22222222,70,51,87,9,11,6,2,2,,True
vim\src\gui.c,70,void gui_start(char_u * arg UNUSED),7.976812,6.376812,1.2,0.4,69,44,63,10,12,6,4,0,,True
vim\src\os_unix.c,1381,"static void catch_signals(RETSIGTYPE( * func_deadly)(), RETSIGTYPE( * func_other)())",7.8725486,3.7058823,2.5,1.6666666,34,21,93,6,15,6,10,3,,True
vim\src\map.c,2297,void init_mappings(void),7.7380953,3.2380953,2.25,2.25,21,17,78,4,9,4,9,1,,True
vim\src\filepath.c,1654,"void f_resolve(typval_T * argvars, typval_T * rettv)",7.5509806,5.717647,1.3333334,0.5,170,162,457,6,8,3,3,2,,True
vim\src\if_ruby.c,947,static int ensure_ruby_initialized(void),7.464286,5.714286,1.375,0.375,49,35,51,8,11,5,3,2,,True
vim\src\gui_x11.c,1287,int gui_mch_init(void),7.431707,5.731707,1.3,0.4,164,94,169,10,13,7,4,4,,True
vim\src\gui.c,1343,static void gui_position_components(int total_width UNUSED),7.25,4.375,2.625,0.25,64,35,113,8,21,12,2,2,,True
vim\src\gui_motif.c,379,void gui_x11_create_widgets(void),7.072485,5.822485,1,0.25,169,123,129,8,8,5,2,1,,True
vim\src\option.c,2389,"static long_u * insecure_flag(int opt_idx, int opt_flags)",7.0714283,4.0714283,1.6666666,1.3333334,28,19,45,6,10,6,8,0,,True
vim\src\gui_gtk_x11.c,6343,"void gui_mch_clear_block(int row1arg, int col1arg, int row2arg, int col2arg)",7.020408,5.020408,1.5,0.5,49,41,74,6,9,2,3,3,,True
vim\src\os_unix.c,1237,void mch_suspend(void),6.8857145,4.285714,1.8,0.8,28,24,69,5,9,6,4,3,,True
vim\src\gui_gtk_x11.c,6031,"void gui_mch_invert_rectangle(int r, int c, int nr, int nc)",6.859756,3.609756,2,1.25,41,37,71,4,8,4,5,2,,True
vim\src\bufwrite.c,571,"static void set_file_time(char_u * fname, time_t atime, time_t mtime)",6.853846,3.653846,1.8,1.4,26,19,75,5,9,5,7,2,,True
vim\src\evalfunc.c,6481,"static void f_remote_peek(typval_T * argvars UNUSED, typval_T * rettv)",6.8,4.6,1.4,0.8,50,46,75,5,7,3,4,2,,True
vim\src\main.c,3769,static void prepare_server(mparm_T * parmp),6.782353,3.3823528,1.4,2,34,23,59,5,7,5,10,1,,True
vim\src\term.c,2599,void out_str_cf(char_u * s),6.611111,4.7777777,1.3333334,0.5,54,43,66,6,8,4,3,2,,True
vim\src\if_python.c,857,void python_end(void),6.564516,4.064516,1.5,1,31,21,51,6,9,3,6,3,,True
vim\src\screen.c,4585,void comp_col(void),6.4594593,4.4594593,1.4,0.6,37,33,47,5,7,4,3,2,,True
vim\src\highlight.c,2793,static void set_hl_attr(int idx),6.4084034,4.6941175,1,0.71428573,85,57,84,7,7,5,5,0,,True
vim\src\gui_motif.c,1250,"void gui_mch_add_menu_item(vimmenu_T * menu, int idx)",6.2515264,4.965812,1,0.2857143,117,83,92,7,7,5,2,0,,True
vim\src\pty.c,146,static void initmaster(int f UNUSED),6.1499996,3.75,1.2,1.2,16,12,31,5,6,5,6,2,,True
vim\src\bufwrite.c,138,static int buf_write_bytes(struct bw_info * ip),6.1414423,4.712871,1,0.42857143,303,204,239,7,7,6,3,0,,True
vim\src\os_unix.c,788,static void init_signal_stack(void),6.032609,2.7826087,2,1.25,23,16,39,4,8,3,5,2,,True
vim\src\gui_motif.c,764,void gui_mch_enable_menu(int flag),6.0190477,4.6857142,1,0.33333334,105,82,110,6,6,2,2,0,,True
vim\src\filepath.c,3552,"int gen_expand_wildcards(int num_pat, char_u * * pat, int * num_file, char_u * * * file, int flags)",6.0112133,4.788991,1.1111112,0.11111111,109,58,65,9,10,5,1,1,,True
vim\src\buffer.c,4972,char_u * fix_fname(char_u * fname),5.9999995,4.2,1.2,0.6,25,21,51,5,6,5,3,1,,True
vim\src\viminfo.c,97,static char_u * viminfo_filename(char_u * file),5.9777775,2.777778,1.4,1.8,36,20,49,5,7,4,9,2,,True
vim\src\gui_gtk.c,1177,"char_u * gui_mch_browse(int saving UNUSED, char_u * title, char_u * dflt, char_u * ext UNUSED, char_u * initdir, char_u * filter)",5.9256196,3.9256196,1.4,0.6,121,95,136,5,7,3,3,2,,True
vim\src\pty.c,167,int setup_slavepty(int fd),5.894737,1.8947368,3,1,19,12,84,3,9,9,3,4,,True
vim\src\ex_cmds2.c,1087,char_u * get_mess_lang(void),5.75,3.75,1.4,0.6,24,18,37,5,7,4,3,2,,True
vim\src\regexp_nfa.c,2889,"static void st_error(int * postfix UNUSED, int * end UNUSED, int * p UNUSED)",5.75,3.5,1.25,1,40,35,66,4,5,3,4,1,,True
vim\src\gui_gtk.c,1335,"char_u * gui_mch_browsedir(char_u * title, char_u * initdir)",5.7166667,3.4666667,1.5,0.75,45,39,55,4,6,3,3,2,,True
vim\src\os_unix.c,2024,static void set_x11_title(char_u * title),5.7037034,3.7037036,1.4,0.6,27,20,42,5,7,4,3,2,,True
vim\src\os_unix.c,2062,static void set_x11_icon(char_u * icon),5.7037034,3.7037036,1.4,0.6,27,20,42,5,7,4,3,2,,True
vim\src\os_unix.c,3563,"int get_tty_info(int fd, ttyinfo_T * info)",5.6944447,3.4444444,1.5,0.75,36,31,52,4,6,3,3,2,,True
vim\src\channel.c,1447,static int can_write_buf_line(channel_T * channel),5.657895,3.1578948,1.25,1.25,57,45,107,4,5,4,5,2,,True
vlc\lib\media_player.c,1104,"void libvlc_media_player_set_nsobject(libvlc_media_player_t * p_mi, void * drawable)",2.9117646,1.4117647,1.5,0,17,12,20,2,3,2,0,1,,False
vlc\modules\access\v4l2\demux.c,73,int DemuxOpen(vlc_object_t * obj),1.0833334,0.083333336,1,0,36,3,3,1,1,1,0,0,,False
vlc\src\network\udp.c,90,"static int net_SetupDgramSocket(vlc_object_t * p_obj, int fd, const struct addrinfo * ptr)",4.464912,2.131579,1.6666666,0.6666667,38,27,52,3,5,5,2,1,,True
vlc\compat\setenv.c,28,"int setenv(const char * name, const char * value, int override)",3.125,1.625,1.5,0,16,13,17,2,3,2,0,1,,False
vlc\modules\demux\mp4\libmp4.c,1061,"static int MP4_ReadBox_tfhd(stream_t * p_stream, MP4_Box_t * p_box)",1.4150944,0.41509435,1,0,53,22,22,1,1,1,0,0,,True
vlc\modules\demux\au.c,101,static int Open(vlc_object_t * p_this),2.02454,0.024539877,2,0,163,4,8,1,2,2,0,0,,True
vlc\modules\demux\mp4\libmp4.c,1437,"static int MP4_ReadBox_smhd(stream_t * p_stream, MP4_Box_t * p_box)",1.3333334,0.33333334,1,0,12,4,4,1,1,1,0,0,,False
vlc\modules\video_output\win32\direct3d9.c,549,"static int Direct3D9CreateScene(vout_display_t * vd, const video_format_t * fmt)",1.0493827,0.049382716,1,0,81,4,4,1,1,1,0,1,,False
vlc\modules\codec\webvtt\subsvtt.c,2101,void webvtt_CloseDecoder(vlc_object_t * p_this),1.3,0.3,1,0,10,3,3,1,1,1,0,0,,False
vlc\modules\demux\mp4\libmp4.c,3283,"static int MP4_ReadBox_cmov(stream_t * p_stream, MP4_Box_t * p_box)",4.106742,2.6067417,1.25,0.25,89,58,111,4,5,3,1,3,,True
vlc\test\src\input\stream.c,365,int main(void),3.1111112,1.6111112,1.5,0,36,29,42,2,3,2,0,3,,False
vlc\modules\access\dvb\linux_dvb.c,456,"static int FrontendInfo(vlc_object_t * p_access, dvb_sys_t * p_sys)",3.6,0.1,3.5,0,120,6,24,2,7,3,0,1,,True
vlc\modules\text_renderer\freetype\fonts\fontconfig.c,51,int FontConfig_Prepare(filter_t * p_filter),2.6176472,1.117647,1.5,0,34,19,35,2,3,2,0,3,,True
vlc\modules\demux\wav.c,192,"static int ChunkGetNext(demux_t * p_demux, enum wav_chunk_id * p_id, uint32_t * pi_size)",1.1470588,0.14705883,1,0,34,5,5,1,1,1,0,1,,False
vlc\modules\video_chroma\i422_yuy2.c,161,"VLC_TARGET static void I422_YUY2(filter_t * p_filter, picture_t * p_source, picture_t * p_dest)",6.4690475,3.8690476,1.6,1,84,65,111,5,8,4,5,2,,True
vlc\modules\access\satip.c,377,static void satip_teardown(void * data),1.7083334,0.20833333,1.5,0,48,5,9,2,3,2,0,3,,False
vlc\src\posix\plugin.c,55,int vlc_dlclose(void * handle),4.066667,2.4,1.3333334,0.33333334,15,12,21,3,4,3,1,3,,True
vlc\modules\demux\mp4\libmp4.c,3618,"static int MP4_ReadBox_chpl(stream_t * p_stream, MP4_Box_t * p_box)",1.0689656,0.06896552,1,0,58,4,4,1,1,1,0,0,,True
vlc\modules\access\dvdread.c,586,"static int DemuxBlock(demux_t * p_demux, const uint8_t * p, int len)",1.1351352,0.13513513,1,0,74,10,10,1,1,1,0,0,,False
vlc\src\posix\filesystem.c,203,"ssize_t vlc_writev(int fd, const struct iovec * iov, int count)",2.5666666,1.0666667,1.5,0,30,16,29,2,3,2,0,1,,False
vlc\modules\stream_out\rtp.c,1308,static void * ThreadSend(void * data),3.1201298,1.8701298,1.25,0,77,36,41,4,5,3,0,1,,True
vlc\src\network\udp.c,520,"int net_ConnectDgram(vlc_object_t * p_this, const char * psz_host, unsigned i_port, int i_hlim, int proto)",1.6587301,0.15873016,1.5,0,63,5,9,2,3,2,0,1,,False
vlc\modules\demux\avi\libavi.c,421,"static int AVI_ChunkRead_strf(stream_t * s, avi_chunk_t * p_chk)",1.2733812,0.2733813,1,0,139,19,19,2,2,1,0,0,,True
vlc\modules\video_chroma\i420_yuy2.c,612,"VLC_TARGET static void I420_UYVY(filter_t * p_filter, picture_t * p_source, picture_t * p_dest)",8.125,6.125,1.2857143,0.71428573,152,133,200,7,9,4,5,6,,True
vlc\src\posix\plugin.c,41,"void * vlc_dlopen(const char * path, bool lazy)",4.74359,2.0769231,2.6666667,0,13,9,31,3,8,3,0,3,,False
vlc\modules\demux\mpeg\ts_si.c,81,"static char * EITConvertToUTF8(demux_t * p_demux, const unsigned char * psz_instring, size_t i_length, bool b_broken)",2.8888888,1.3888888,1.5,0,36,25,29,2,3,2,0,1,,True
vlc\src\text\unicode.c,52,"int utf8_vfprintf(FILE * stream, const char * fmt, va_list ap)",4.429825,2.7631578,1.3333334,0.33333334,38,35,85,3,4,3,1,4,,True
vlc\modules\demux\asf\libasf.c,312,"static int ASF_ReadObject_file_properties(stream_t * s, asf_object_t * p_obj)",1.4242425,0.42424244,1,0,33,14,14,1,1,1,0,0,,True
vlc\compat\dirfd.c,28,int(dirfd)(DIR * dir),3.9166667,2.25,1.3333334,0.33333334,12,9,20,3,4,3,1,1,,True
vlc\doc\libvlc\vlc-thumb.c,93,static libvlc_instance_t * create_libvlc(void),1.1666666,0.16666667,1,0,18,3,3,1,1,1,0,1,,False
vlc\modules\access\http\h2frame.c,250,struct vlc_h2_frame * vlc_h2_frame_settings(void),8.277778,6.166667,1.7777778,0.33333334,54,37,88,9,16,9,3,3,,True
vlc\modules\codec\videotoolbox.c,1527,static Boolean deviceSupportsAdvancedLevels(),5.618421,3.368421,1.5,0.75,19,16,36,4,6,3,3,2,,True
vlc\test\src\input\common.c,46,libvlc_instance_t * libvlc_create(const struct vlc_run_args * args),2,0.5,1,0.5,24,6,9,2,2,2,1,1,,True
vlc\src\network\udp.c,397,"static int net_Subscribe(vlc_object_t * obj, int fd, const struct sockaddr * grp, socklen_t grplen)",6.7070417,4.507042,1.6,0.6,71,64,204,5,8,6,3,3,,True
vlc\src\win32\filesystem.c,145,char * vlc_getcwd(void),3.0384617,1.5384616,1.5,0,13,10,19,2,3,2,0,1,,True
vlc\modules\text_renderer\freetype\text_layout.c,1627,"static paragraph_t * BuildParagraph(filter_t * p_filter, int i_size, const uni_char_t * p_uchars, text_style_t * * pp_styles, ruby_block_t * * pp_ruby, int i_runs_size, unsigned * pi_max_advance_x)",4.2055554,1.9555556,2.25,0,45,22,56,4,9,3,0,3,,True
vlc\modules\codec\flac.c,558,"static void decoder_state_error(decoder_t * p_dec, FLAC__StreamDecoderState state)",2.2295082,1.2295082,1,0,61,25,25,3,3,1,0,2,,False
vlc\src\modules\bank.c,359,"static void AllocatePluginDir(module_bank_t * bank, unsigned maxdepth, const char * absdir, const char * reldir)",1.7807018,0.28070176,1.5,0,57,8,13,2,3,2,0,3,,True
vlc\src\network\io.c,65,"int net_Socket(vlc_object_t * p_this, int family, int socktype, int protocol)",3.85,2.6,1,0.25,40,26,31,4,4,4,1,1,,True
vlc\modules\access\cdda.c,854,"static int AccessOpen(vlc_object_t * obj, vcddev_t * dev)",1.2592592,0.25925925,1,0,54,7,7,2,2,1,0,0,,False
vlc\src\linux\cpu.c,43,unsigned vlc_CPU_raw(void),6.8142853,3.2142856,3.4,0.2,70,45,207,5,17,7,1,3,,True
vlc\src\input\resource.c,325,"static void input_resource_PutVoutLocked(input_resource_t * p_resource, vout_thread_t * vout)",1.2413793,0.2413793,1,0,29,7,7,1,1,1,0,1,,False
vlc\modules\codec\crystalhd.c,368,static void CloseDecoder(vlc_object_t * p_this),1.1578947,0.15789473,1,0,19,3,3,1,1,1,0,0,,False
vlc\modules\video_chroma\d3d11_fmt.c,279,static void D3D11_Destroy(d3d11_handle_t * hd3d),3.9545455,1.4545455,1.5,1,11,8,16,2,3,3,2,2,,True
vlc\modules\video_chroma\d3d11_fmt.c,247,"static int D3D11_Create(vlc_object_t * obj, d3d11_handle_t * hd3d)",4.2333336,1.7333333,1.5,1,30,26,62,2,3,3,2,2,,True
